1393610411,8.400067,165.437552,390.940449,12.143333
1393614256,57.400467,19.126166,397.019269,6.78
1393614396,57.400467,19.126166,397.019269,6.78
1393615850,-4.728757,147.267262,391.829217,11.72
1393615990,-4.728757,147.267262,391.829217,11.72
1393616249,-25.822815,156.515691,396.686305,10.31
1393616389,-25.822815,156.515691,396.686305,10.31
1393630595,47.438556,293.813577,394.004345,5.786667
1393630735,47.438556,293.813577,394.004345,5.786667
1393631392,62.96681,15.141661,399.361059,8.76
1393631532,48.558585,47.260923,396.646024,8.76
1393753840,30.763105,267.684979,392.298974,10.731956
1393753853,30.763105,267.684979,392.298974,10.310022
1393753980,30.763105,267.684979,392.298974,10.731956
1393753993,30.763105,267.684979,392.298974,10.310022
1394143092,-61.135196,139.424233,405.098096,4.516667
1394143232,-61.135196,139.424233,405.098096,4.516667
1394247903,-39.269802,22.932773,397.514391,6.92
1394248043,-57.000778,44.694978,403.37226,6.92
1394248301,-65.112756,89.651888,405.105204,5.221637
1394248441,-65.112756,89.651888,405.105204,5.221637
1394249497,-17.204288,164.811972,386.912257,-2.586667
1394249637,-17.204288,164.811972,386.912257,-2.586667
1394250294,25.266897,182.668399,385.17518,-1.447332
1394250434,25.266897,182.668399,385.17518,-1.447332
1394250692,45.265561,196.410425,390.105276,-0.026204
1394250832,61.161645,224.341825,394.754975,-0.026204
1394251091,61.161645,224.341825,394.754975,1.960995
1394251231,63.878397,274.483564,396.140662,1.960995
1394251490,63.878397,274.483564,396.140662,3.52219
1394251630,50.602729,309.589355,393.710178,3.52219
1394253083,-31.818211,354.599323,394.927949,9.04
1394253223,-31.818211,354.599323,394.927949,9.04
1394253482,-50.97811,11.258244,401.484138,6.776667
1394253622,-50.97811,11.258244,401.484138,6.776667
1394254279,-60.972294,96.664299,403.34804,1.678365
1394254419,-45.000948,124.185991,396.999256,1.678365
1394254678,-45.000948,124.185991,396.999256,-0.74
1394254818,-25.008686,137.799245,389.272028,-0.74
1394255076,-25.008686,137.799245,389.272028,-2.156667
1394255216,-3.850977,146.982739,384.158498,-2.156667
1394255475,-3.850977,146.982739,384.158498,-2.3
1394255615,17.45832,155.63666,383.991001,-2.3
1394255873,38.06753,167.024805,388.071074,-1.590301
1394256013,38.06753,167.024805,388.071074,-1.590301
1394256272,56.125593,187.893662,393.256175,0.54
1394256412,56.125593,187.893662,393.256175,0.54
1394256670,65.123165,231.669109,396.075831,2.66922
1394256810,65.123165,231.669109,396.075831,2.66922
1394257069,56.691987,276.303035,394.941751,3.81
1394257209,56.691987,276.303035,394.941751,3.81
1394257467,38.818784,297.759519,391.091904,5.646667
1394257607,38.818784,297.759519,391.091904,5.646667
1394263026,35.159788,276.981317,390.301076,5.079935
1394263036,35.159788,276.981317,390.301076,5.079127
1394263166,35.159788,276.981317,390.301076,5.079935
1394263176,35.159788,276.981317,390.301076,5.079127
1394343946,-7.28657,132.18535,384.183493,-2.586667
1394344086,14.052184,140.72907,383.191629,-2.586667
1394344345,34.85289,151.382755,386.761552,-1.73
1394344485,34.85289,151.382755,386.761552,-1.73
1394344743,53.564971,169.933601,392.025078,-0.17
1394344883,53.564971,169.933601,392.025078,-0.17
1394345540,58.982409,257.543241,394.880584,3.24
1394345680,58.982409,257.543241,394.880584,3.24
1394345939,41.949508,281.846842,391.270642,4.94
1394346079,41.949508,281.846842,391.270642,4.94
1394346337,21.648313,294.351607,387.591582,7.343333
1394346477,21.648313,294.351607,387.591582,7.343333
1394347931,-64.946909,34.687392,404.392908,4.656667
1394348071,-64.946909,34.687392,404.392908,4.656667
1394348330,-54.364505,75.549078,400.250686,2.386667
1394348470,-54.364505,75.549078,400.250686,2.386667
1394348728,-35.878164,94.733457,392.75821,0.116667
1394348868,-35.878164,94.733457,392.75821,0.116667
1394349924,27.279212,123.603126,385.018672,-2.446667
1394350064,27.279212,123.603126,385.018672,-2.446667
1394350721,62.207107,168.327756,394.521533,2.1
1394350861,63.126468,219.025964,395.506818,2.1
1394351560,29.341057,267.073109,388.701289,6.073333
1394351700,29.341057,267.073109,388.701289,6.073333
1394351805,29.341057,267.073109,388.701289,7.06
1394351916,8.320751,276.772779,386.728952,6.776667
1394351945,8.320751,276.772779,386.728952,7.06
1394352056,8.320751,276.772779,386.728952,6.776667
1394352315,-12.995771,285.28464,389.042809,8.76
1394352455,-12.995771,285.28464,389.042809,8.76
1394353112,-52.653236,313.518846,401.427267,6.493333
1394353252,-52.653236,313.518846,401.427267,6.493333
1394353909,-59.771365,40.350531,402.3096,1.82
1394354049,-43.135205,65.804437,395.660239,1.82
1394354307,-43.135205,65.804437,395.660239,-1.023333
1394354447,-22.953222,78.708573,388.033324,-1.023333
1394354706,-22.953222,78.708573,388.033324,-2.73
1394354846,-1.742525,87.705438,383.358063,-2.73
1394355104,-1.742525,87.705438,383.358063,-2.73
1394355244,19.542665,96.467014,383.699372,-2.73
1394355503,40.017889,108.385626,388.056994,-2.446667
1394355643,40.017889,108.385626,388.056994,-2.446667
